Song Title,Movie/Album,Composer,Language,Lyrics
"Mona Gasolina (From ""Lingaa"")",Lingaa,A.R. Rahman,Tamil (English Script),"gori waha hai
kyachoreena
mona mona mona mona hai
mona mona mona gasolena
mona mona mona mona hai
mona mona mona gasolena
are mona my dear gasolena
gunde tha ne kottukone trapolena
nee kallu columbus aa
nenu nee columbus aa
langar ne lepeya nu ade kadali ne pattasai
hey hey sinyora gasolena nenele
hey linga atadam linga linga aaaa
ne noka queen ithe nuvu na kinga kinga
padavaku fire ichhi kadaliki fire ichhi
cherave swasalo na gundello fire oche laa
mona mona mona hai
mona mona mona gasolena
mona mona mona mona hai
mona mona mona gasolena
khazana khazana papani mona
bangaru kasulni thaveyara
nuvve ga orenya gasolena
nuvega oreetha gasolena
sarangi remalle vechi unna ne
ne cheyyi tha kanga nanu marichane
firangi vodillone niddaroyane
ne prema soki nigiki agiri poyane
ne mato mayo nanne docheshavuu
donga donga madhi lo mantetti
yevaru nannu idivarakila yadanu koyale
mona mona mona mona hai
mona mona mona gasolena
are mona my dear gasolena
gune tha nai kottukonene trapolena
amrutham chetha patti ammu tho lady vayyav na kalla logilla kanne ninu banal tho adataa ninne le ninne le bonita gasolena ninne le bonita gasolena ne cheyyi pelelo ne rekhe thisane adhi ne nuduta petti ne ninne ponda ne
ne kanne computer boni kale de mudde petti nuv theravaga preme chindene high tech ga tech ga ne heart a hack chesa nelo lo lo nanne nenu chusane avqru nannu idi varakila manasu gillale
mona mona mona mona hai
mona mona mona gasolena
mona mona mona hai
mona mona mona gasolena
are mona my dear gasolena
gundw tha ne kottukune trapolena
ne kallu columbus a nenu ne columbus a
langarne lepeya nuade kadepi ne pattasai
ha hey huhooo... hey lina atadam linga linga ne noka queen ithe nuvuna kinga kinga ne kallu kolumbus a nenu ne columbus a langar ne lepeya nuade kadali ne pattasai..."
Indiany Raa,Lingaa,A.R. Rahman,Tamil (English Script),"Indian ayi ra nava himagirine srushtiddam ra
Indhanamai ra ika jalasirule pandiddam ra
Chinukulu cheri varadavanu
Nuvu charithallo chinukavaga ra
Balashalai ra mana bhavithavyam nirmiddam ra
Iru girulani kalipi nadhulani nilipi vigyana devalanni akttudam
Cherali cherali okatayyi theerali {2 times}
Oorantha cherali utsaham pongali
Bangaram kaavali bathukantha
Indian ayi ra nava himagirine srushtiddam ra

Charanam 1:
Neere lekunda manishe ledanta ra aaaa...
Manishe lekunda maarpe ledhanta
Chelarege ala laaga rammanta
Cherali cherali okatayyi theerali {2 times}
Sankelle tholagali sandhalle velagali
Sankalpam gelavali gelavali
Indian ayi ra nava himagirine srushtiddam ra

Charanam 2:
Shanti sahanala gandhi desham maa sandesham
O ganga kaveri maaganam
Aa gaanam anchuna saage maa payanam
Cherali cherali okatayyi theerali
Maarali maarali vidhi rathe maarali
Charithalu maarali chittemma chittemma chitralu choodali {2 times}
Janamantha manamaithe manaku apajayame ledandham ra
Gaganam entho peddadi ayina guvva mundhu adhi chinnadhi kaadha
Desam ekam kaavali
Cherali cherali okatayyi theerali
Maarali maarali vidhi rathe maarali
Indian ayi ra nava himagirine srushtiddam ra
Indhanamai ra ika jalasirule pandiddam ra
Chinukulu cheri varadavunu
Nuvu charithallo chinukavaga ra
Balashalai ra mana bhavithavyam nirmiddam ra
Iru girulani kalipi nadhulani nilipi vigyana devalanni kattudam {2 times}
Cherali cherali okatayyi theerali
Maarali maarali vidhi rathe maarali
Jagruthame kaavali jayanaadham mogali jandaye egarali egarali"
Rasaali,Achcham Yenbadhu Madamaiyada,A.R. Rahman,Tamil (English Script),"Parakkum Rasaaliye Rasaaliye Nillu
Ingu Nee Vegama Naan Vegama Sollu
Gadigaaram Poi Sollum Endre Naan Kanden
Kizhakellam Merkagida Kandene

Paravai Pol Aaginen Pol Aaginen Indru
Siragum En Kaigalum En Kaigalum Ondru

Rasaali Pandhayama Pandhayama
Nee Mundhiya Naan Mundhiya Paarpom
Mudhalil Yaar Solvadhu Yaar Solvadhu Anbai
Mudhalil Yaar Eyvadhu Yaar Eyvadhu Ambai
Mounam Pesamale Pesamale Sella
Vaavi Neeril Kamalam Pol Aadi Mella
Kanavugal Varuthe Kannin Vazhiye
En Thozh Meethu Nee
Naan Kulir Kaaigindra Thee

Yettu Thisai Muttum Yenai Pagalinil
Kottum Pani Mattum Thunai Iravinil
Nettum Oru Pattu Kural Manathinil Madiveno.

Munnil Oru Kaatrin Kali Mugathinil
Pinnil Siru Pachakili Mudhuginil
Vaazhvil Oru Payanam Ithu Mudinthida Viduveno

Yettu Thisai Muttum Yenai Pagalinil
Kottum Pani Mattum Thunai Iravinil
Nettum Oru Pattu Kural Manathinil Madiveno.

Munnil Oru Kaatrin Kali Mugathinil
Pinnil Siru Pachakili Mudhuginil
Vaazhvil Oru Payanam Ithu Mudinthida Viduveno

Rasaali Pandhayama Pandhayama.
Mudhalil Yaar Solvadhu Yaar Solvadhu Anbai
Mudhalil Yaar Eyvadhu Yaar Eyvadhu Ambai

Veyil Mazhai Vetkum Padi Nanaivathai
Vinmeengalum Veenbai Yenai Thodarvathai
Oorukoru Kaatrin Manam Kamazhvathai Maravene

Munnum Ithu Pole Puthu Anubavam
Kanden Ena Sollum Padi Ninaivile
Innum Ethirkaalathilum Vazhi Illai Maravene

Veyil Mazhai Vetkum Padi Nanaivathai
Vinmeengalum Veenbai Yenai Thodarvathai
Oorukoru Kaatrin Manam Kamazhvathai Maravene

Munnum Ithu Pole Puthu Anubavam
Kanden Ena Sollum Padi Ninaivile
Innum Ethirkaalathilum Vazhi Illai Maravene

Rasaali Pandhayama Pandhayama

Mudhalil Yaar Solvadhu Yaar Solvadhu Anbai
Mudhalil Yaar Eyvadhu Yaar Eyvadhu Ambai
Mounam Pesamale Pesamale Sella
Vaavi Neeril Kamalam Pol Aadi Mella
Kanavugal Varuthe Kannin Vazhiye
En Thozh Meethu Nee
Naan Kulir Kaaigindra Thee

En Thozh Meethu Nee
Naan Kulir Kaaigindra Thee
Kulir Kaaigindra Thee.
Kulir Kaaigindra Thee."
Idhu Naal,Achcham Yenbadhu Madamaiyada,A.R. Rahman,Tamil (English Script),"Idhu Naal Varaiyil
Ulagil Yedhuvum
Azhagillai Endren
Enai Oongi Arainthaale
Kuril Koochathaal
Nedil Vaasathaal
Oru Paadal Varainthaale
Ingenthan Veetil Kannaadi Aarthu
Pirantha Naal Vaazhthu Sonnene
Idhu Varaiyedhume Ulagil
Azhagillai Endru Naan
Ninaithadhai Poi Aakinaal
Idhu Varaiyedhume Mozhiyil
Suvai Illai Endru Naan
Ninaithadhai Poi Aakinaal
Idhu Varaiyedhume Isaiyil
Sugam Illai Endru Naan
Ninaithadhai Poi Aakinaal
Idhu Varaiyedhume Kaatrile
Thuyimai Illai Endrene
Anaithaiyum Poi Aakinaal
Un Meththai Mele
Vaan Megam Ondru
Ukkaandhu Kondu
Un Kannai Paarthaal Aiyaiyo
Inimele Enna Seivaayo
En Vaazhkai Mun Pol Illai
Athanaal Enna Parava Illai
Inimel Nee Enna Seivaayo
Idhu Varaiyedhume Ulagil
Azhagillai Endru Naan
Ninaithadhai Poi Aakinaal
Azhagillai Endren Naan
Athai Aval Poi Aakinaal
Isai Sugam Illai Endren Naan
Athai Aval Poi Aakinaal
Mozhiyil Suvai Illai Endren
Athai Aval Poi Aakinaal
Aval Aval Aval Aval
Poi Aakinaal
Aval Aval Aval Aval
Poi Aakinaal
Aval Aval.
Poi Aakinaal"
"Rasaali (From ""Achcham Yenbadhu Madamaiyada"")",Achcham Yenbadhu Madamaiyada,A.R. Rahman,Tamil (English Script),"Parakkum Rasaaliye Rasaaliye Nillu
Ingu Nee Vegama Naan Vegama Sollu
Gadigaaram Poi Sollum Endre Naan Kanden
Kizhakellam Merkagida Kandene

Paravai Pol Aaginen Pol Aaginen Indru
Siragum En Kaigalum En Kaigalum Ondru

Rasaali Pandhayama Pandhayama
Nee Mundhiya Naan Mundhiya Paarpom
Mudhalil Yaar Solvadhu Yaar Solvadhu Anbai
Mudhalil Yaar Eyvadhu Yaar Eyvadhu Ambai
Mounam Pesamale Pesamale Sella
Vaavi Neeril Kamalam Pol Aadi Mella
Kanavugal Varuthe Kannin Vazhiye
En Thozh Meethu Nee
Naan Kulir Kaaigindra Thee

Yettu Thisai Muttum Yenai Pagalinil
Kottum Pani Mattum Thunai Iravinil
Nettum Oru Pattu Kural Manathinil Madiveno.

Munnil Oru Kaatrin Kali Mugathinil
Pinnil Siru Pachakili Mudhuginil
Vaazhvil Oru Payanam Ithu Mudinthida Viduveno

Yettu Thisai Muttum Yenai Pagalinil
Kottum Pani Mattum Thunai Iravinil
Nettum Oru Pattu Kural Manathinil Madiveno.

Munnil Oru Kaatrin Kali Mugathinil
Pinnil Siru Pachakili Mudhuginil
Vaazhvil Oru Payanam Ithu Mudinthida Viduveno

Rasaali Pandhayama Pandhayama.
Mudhalil Yaar Solvadhu Yaar Solvadhu Anbai
Mudhalil Yaar Eyvadhu Yaar Eyvadhu Ambai

Veyil Mazhai Vetkum Padi Nanaivathai
Vinmeengalum Veenbai Yenai Thodarvathai
Oorukoru Kaatrin Manam Kamazhvathai Maravene

Munnum Ithu Pole Puthu Anubavam
Kanden Ena Sollum Padi Ninaivile
Innum Ethirkaalathilum Vazhi Illai Maravene

Veyil Mazhai Vetkum Padi Nanaivathai
Vinmeengalum Veenbai Yenai Thodarvathai
Oorukoru Kaatrin Manam Kamazhvathai Maravene

Munnum Ithu Pole Puthu Anubavam
Kanden Ena Sollum Padi Ninaivile
Innum Ethirkaalathilum Vazhi Illai Maravene

Rasaali Pandhayama Pandhayama

Mudhalil Yaar Solvadhu Yaar Solvadhu Anbai
Mudhalil Yaar Eyvadhu Yaar Eyvadhu Ambai
Mounam Pesamale Pesamale Sella
Vaavi Neeril Kamalam Pol Aadi Mella
Kanavugal Varuthe Kannin Vazhiye
En Thozh Meethu Nee
Naan Kulir Kaaigindra Thee

En Thozh Meethu Nee
Naan Kulir Kaaigindra Thee
Kulir Kaaigindra Thee.
Kulir Kaaigindra Thee."
"Aalaporaan Thamizhan (From ""Mersal"")",Mersal,A.R. Rahman,Tamil (English Script),"Oorukannu uravukannu
Unna mochchu paakkum ninnu
Chinnamagan raasan vaaraan
Meesa murukku, hoi
Enga mannu thanga mannu
Unna vaikkum singamunnu

Muththumani raththinaththa peththeduththa ranjidham
Oorukunae vaazhukannu appanukkum sammadham
Endha edam valikandaalum kannu dhaanae kalangum
Kannupoala engalukku kaavalaa nee varanum

Aalaporaan thamizhan ulagam ellaamae
Vetrimagan vazhi dhaan inimae ellaamae
Veerannaa yaarunu indha naattukkae avan sonnaanae
Vaayillaa maattukkum ada needhiya avan thandhaanae, hey

Solli-solli sariththiraththil paer porippaan
Nenjil alli kaaththil namma thaen thamizh thelippaan
Minnum ulagam yezha, thanga thamizha paada
Pachcha thamizh uchchi pugazh yaeri sirukkum

Vaaraayo vaaraai nee
Anbaa vandhaa oli koduppom
Vaaraayo vaaraai nee
Vambaa vandhaa sulukkeduppom

Thamizhan daa ennaalum
Sonnaalae thimiraerum
Kaathoada kalandhaalum
Adhu dhaan un adayaalam

Hey anbakkotti enga mozhi adithalam poattom
Magudaththa tharikkira 'zha' garaththa saeththom
Thalaimurai kadandhumae virivadha paathom
Ulagaththin mudhal mozhi usurena kaathom

""Naal nagaraa maatrangal naerum un mozhi saayum"" enbaanae
Paar ilaiya thamizhanum varuvaan thaaithamizh thookki nippaanae
Kadaisi thamizhanin raththam yezhum veezhaathae

(Muththumani raththinaththa peththeduththa ranjidham) thamizhinamae
(Oorukunae vaazhukannu appanukkum sammadham) veezhaadhae
(Endha edam valikandaalum kannu dhaanae kalangum) thamizhinamae
Kannupoala engalukku kaavalaa nee varanum

Nedundhooram oan isai kaekkum
Pirai neetti pournami aakkum
Vedhakkaattil vinmeen pookkum vizhichaalum nesandhaan
Uyir ezhaiyum oan neththi muththam podhum
Varungaalum vaasana saekkum

Muththumani raththinaththa peththeduththa ranjidham
Oorukunae vaazhukannu appanukkum sammadham
Endha edam valikandaalum kannu dhaanae kalangum
Kannupoala engalukku kaavalaa nee varanum

Aalaporaan thamizhan ulagam ellaamae
Vetrimagan vazhi dhaan inimae ellaamae
Veerannaa yaarunu indha naattukkae avan sonnaanae
Vaayillaa maattukkum avan needhiya thandhaanae

Vaaraayo vaaraai nee
Anbaa vandhaa oli koduppom
Vaaraayo vaaraai nee
Vambaa vandhaa sulukkeduppom

Thamizhaalae onnaanom
Maaraadhu ennaalum
Thamizhaalae onnaanom
Maaraadhu ennaalum"
Praaptham (Tamil),Chekka Chivantha Vaanam,A.R. Rahman,Tamil (English Script),"Enge enge vilvom enmee
Attiya mazhai thuligal
Vidai mel onjhai
Chits mel onjhai
Vijhwate
Praptam - praptam!

Vidhi wadkaiye,
Praptam - praptam!
Suvkiante.
Idayamapus kalame udram suvkiante!
Udram suvkiante!

Vallwaiye udram suvkiante!
Ent vabbi ek?
Ent vabbi ek?
Oho o o o

Oho o o o

Aasai tiil logam vaginde podhu
Vanum mannum sekk sivakum
Katal neelam ellaam udram anal
Chemmanai thaane vaiyyam engum faies
Udram suvkiante!
Udram suvkiante!
Udram suvkiante vallwaiye
Oho o o o
Oho o o o
Aasai tiil logam vaginde podhu
Vanum mannum sekk sivakum
Katal neelam ellaam udram anal
Chemmanai thaane
Vaiyyam engum faies
Vexikalo
Dolvikalo
Mudivuelo kuta. praptam!
Kolhs ellaam surione subaruvatum
Kalatin charibati irlukul ninduatum,
Valvotu nee kaanum
Varam bonthe sapam ellaam
Inbham pol kaanum thunbham ellaam praptam
Inphm pol dunpam praptam!
Oho o o o
Oho o o o"
"Pullinangal (From ""2. 0"")",2.0,A.R. Rahman,Tamil (English Script),"Bullibengal

Oo bullibengal
Un pecharavam gattu ninheen
Bullibengal
Oo bullibengal
Un keecholigus wandukinheen

Mozhi illai madam illai
Yatum ure enkhirai

Mozhi illai madam illai
Yatum ure enkhirai
Pul pundu atu kooda
Sondham enmee solqirai
Kallerotu vilaiyat

Oonjal enge seyqyai
Gatan wangi srikinso maanuton
Nenjai koykawai
Uire endhan celleme

Un pol ullam vendume
Ulagam azinde bonalum

Unnai kaakka donasume
Sel sel sel sel

Ells illai
Sel sel sel sel sel
Ennes endi sel

Borkaltu kadhir oliyaai
Chicikasattu varavebhai
Pen manin tolasss
Dotdanyendhu tung vaibbai

Chiru kalin men natail
Perum kolum boattu vaibbai
Unai pole baippathangu
Enai indru anga vaibbai

Bullibengal bullibengal
Un pecharavam gattu ninheen
Bullibengal
Oo bullibengal
Un pecharavam gattu ninheen
Bullibengal
Oo bullibengal
Un keecholigus wandukinheen
Un keecholigus wandukinheen
Un keecholigus wandukinheen
Wandukinheen
Wandukinheen"
"Marakkuma Nenjam - From ""Vendhu Thanindhathu Kaadu""",Vendhu Thanindhathu Kaadu,A.R. Rahman,Tamil (English Script),"Oh marakkuma nenjam
Manasula salanam
Marakkuma nenjam
Manasula salanam
Nenjukulla nachcharikkum
Pattam poochikku
Thaena thandha enna aagum
Nenjukulla nachcharikkum
Pattam poochikku
Thaena thandha enna aagum
Pulla!
Adangaadha rattinaththil
Yerikkitu mela mela mela pogum
Adhil ninnu keezha paartha
Pulli pulliyaa thaanae thonum
Adhu pola bodha unda engum
Adhu pola bodha unda engum
Adhu pola bodha unda engum
Marakkuma nenjam
Marakkuma nenjam
Manasula salanam
Marakkuma nenjam
Manasula salanam
En nenjukulla
En nenjukulla nacharikkum
Pattam poochiku
Thaena thandha enna aagum
Nenjukulla nacharikkum
Pattam poochiku
Thaena thandha enna aagum..hmm
Thandhana thandhana
En nenjukulla parakkura
Pattam poochi
En nenjukulla nachcharikkum
Pattam poochi"
Veerane,Maamannan,A.R. Rahman,Tamil (English Script),"Aadhi-aadhi oalam kaettu aarpparikkum kaadu
Koramaana kaattil vella koodi vettaiyaadu
Needhi kaettu, needhi kaettu thee pidikkum kaadu
Seerum kaalai koottam modha singamae nee oodu

Aaththirangal aarum mattum thookkamillaiyae
Poarkalaththil kaayam undu tholvi illaiyae
Vidaamal thunindhaal
Vaengaiyai kollum poonaiye

Yeh, yeh veeranae vettaiyaadu
Vetriyaal theerumae pattapaadu
Kai kattidaadhae pagaiyai vittudaadhae
Pudhu paanar kottam paadum unnai mundhi oadu

Yeh, yeh veeranae vettaiyaadu
Vetriyaal theerumae pattapaadu
Suttaalum theeyilae maan kombu vaazhum
Koor theetta-theetta kovam koodum

Seyal seidhidum kalam nammidam
Jeyam, jeyam, jeyam
Seyal seidhidum kalam nammidam
Jeyam, jeyam, jeyam indrae

Kadivaalam pottum kaiyai neeyae
Orunaalum nambaadhae
Pagai modhum bodhu moolum veeram
Veenae vembaadhae

Vaal eduththu nindrappinnae
Vaarthai yaedhum illayae
Thoalparaikku thoaluyarthi
Kaattu unmaiyai

Yeh, yeh veeranae vettaiyaadu
Vetriyaal theerumae pattapaadu
Thottaalum thaeniyae kotti theerkkum
Ondraaga koodi koottai kaakkum

Thani bondhil kaekkum koogai saththam
Kaattai thaandaadhae
Adhigaaram kaattum paeiyin aattam
Nyaayam paakkaadhae

Kaakkai koottam podum koochal
Paattukkaana yuththamae
Kunjai kaakka kokkarikkum
Kozhi niththamae

Yeh, yeh veeranae vettaiyaadu
Vetriyaal theerumae pattapaadu
Kai kattidaadhae pagaiyai vittudaadhae
Pudhu paanar kottam paadum unnai mundhi oadu

Yeh, yeh veeranae vettaiyaadu
Vetriyaal theerumae pattapaadu
Suttaalum theeyilae maan kombu vaazhum
Ondraaga koodi koottai kaakkum

Seyal seidhidum kalam nammidam
Jeyam, jeyam, jeyam
Seyal seidhidum kalam nammidam
Jeyam, jeyam, jeyam indrae"
Manna Maamanna,Maamannan,A.R. Rahman,Tamil (English Script),"Oosa oosa oosa
Kekutha enbaasa
Oosa oosa oosa
Kekutha enbaasa
Hoi yeh yeh yeh

Enakulle oru oosa
Therakuthe pudhu vaasa
Na pazhasellam thooki veesa
Kekutha enbaasa

Enakulle oru oosa
Therakuthe pudhu vaasa
Na pazhasellam thooki veesa
Kekutha enbaasa

Oosa oosa oosa
Kekutha enbaasa
Oosa oosa oosa

Enathu ural idam
Nilai nidham tharum oosa
Kadal mazhai kadanthidum
Adangida oosa

Yaarukum kettkahu
Enkaathil olam nikkaathu
Oorettum pakkaathu
En Uullam achcham erkaathu

Karuginidra saambalengum
Siragadikum oosa
Kandanthu vantha paadhai yenkum
Ezhunthu nirkum oosa
Nadhiyiltta valaigal yaavum
Meenarukkum oosa
Naai ethirthu pei ethiruthu
Naan kuraikum oosa

Pisakidaathu mella kaadhil vanthu
Munnar pesa
Iravai thondi vantha
Ozhiyai kandu kangal koosa
Adiyin oosai vanthu
Idhaymengum vazhiyai pesa
Vaazhumasa
En vinmeenathu paadhaikaata

Oosa oosa oosa
Kekutha enbaasa
Oosa oosa oosa
Kekutha enbaasa
Hoi yeh yeh yeh

Iravin oosa
Athu poochi oosa
Pagalin oosa
Athu veyilin oosa

Vaanin oosa
Athu pravai oosa
Vaazhyin oosa
Athu paraiyoosa

Oosa oosa oosa
Oosa
Kekutha enbaasa
Baasa
Oosa oosa oosa
Kekutha enbaasa

Pazhaya ennam tholaiya
Pudhiya vannam varaya
Enathu kannethirail mannathirida
Mannan viraiya
Kodi vannanu ariya
Uriya nenjam eriya
Thagida thathoom tha thathoom
Thaga yutham thodara

Iruvizhi erigira siru pori
Vedipada karunira karamathu
Kaanavinai adainthida
Kathavugal thiranthida
Marupadi piranthida
Edhu naadakuthu yen nadakuthu
Ena priyuthu vazhi theriyuthu
Enakkuloru kural
Ezhumbida thunaivaruvaan
Maamannan

Yeh manna
Yeh manna
Maamannaa
Maamannaa
Yeh manna
Yeh manna
Maamannaa
Maamannaa

Yeh manna
Yeh manna
Maamannaa
Maamannaa
Yeh manna
Yeh manna
Maamannaa
Maamannaa

Enakulle oru oosa oosa
Therakuthe pudhu vaasa vaasa
Na pazhasellam thooki veesa veesa
Kekutha enbaasa baasa

Enakulle oru oosa
Therakuthe pudhu vaasa
Na pazhasellam thooki veesa
Kekutha enbaasa"
Nenjame Nenjame,Maamannan,A.R. Rahman,Tamil (English Script),"Nenjamae, nenjamae konjiyae solludhae aa-ri-ro
Thanjamae, thanjamae sondhamaai vandhadhae aa-raari-ro

Nee anjilae pinjilae kanda kaayam
Sollavae illayae munbu yaarum
Kenjiyo minjiyo nindrapodhum
Anbu dhaan vellumae endha naalum

Oli engu pogum?
Unai vandhu saerum
Andha manjum panjum ondrae endru nambich sella nanjam illaiyae

Nenjamae, nenjamae konjiyae solludhae aa-ri-ro
Thanjamae, thanjamae sondhamaai vandhadhae aa-raari-ro

Nenjamae, nenjamae konjiyae solludhae aa-ri-ro
Thanjamae, thanjamae sondhamaai vandhadhae aa-raari-ro

Nee anjilae pinjilae kanda kaayam
Sollavae illayae munbu yaarum
Kenjiyo anjiyo nindrapodhum
Anbu dhaan vellumae endha naalum

Oli engu pogum?
Unai vandhu saerum
Andha manjum panjum ondrae endru nambich sella nanjam illaiyae

Nenjamae, nenjamae konjiyae solludhae aa-ri-ro
Thanjamae, thanjamae sondhamaai vandhadhae aa-raari-ro

Kannoram kottum minnal
Asaindhaadum poovil uyir thaenaai oora
Vetkam angum ingum rekkai kattudhae
Un vaasam thaayaai thalai koadha
Manam pookkudhae netri muththam vaikkudhae
Thee pattrikkonda kattukkullae paadal neeyae, ohhh

Nenjamae, nenjamae konjiyae solludhae aa-ri-ro
Thanjamae, thanjamae sondhamaai vandhadhae aa-raari-ro

Indru dhaan vinnilae paaigiraen vennila velichathil kaaigiraen
Ennavo ennilae
Vannamaai pongudhae
Hmm, thullum paattilae yezhum visai ennai meettudhae

Ohhh nenjamae, nenjamae pakkam nee vandhadhaal
Dhikkellaam velli meenae
Nee thanjamae, thanjamae unnai nee thandhadhaal
Mullellaam mullai thaenae

Ohhh chellamae, chellamae ullam kai vellamae
Thiththikkum muththamae konjam thaayaen
Chellamae, chellamae ullam kai vellamae
Andhipoo kaattukkae koottippoyaen, kaattukkae koottippoyaen

Nenjamae, nenjamae konjiyae solludhae aa-ri-ro
Thanjamae, thanjamae sondhamaai vandhadhae aa-raari-ro

Nee anjilae pinjilae kanda kaayam
Sollavae illayae munbu yaarum
Kenjiyo minjiyo nindrapodhum
Anbu dhaan vellumae endha naalum

Oli engu pogum?
Unai vandhu saerum
Andha manjum panjum ondrae endru nambich sella nanjam illaiyae

Nenjamae, nenjamae konjiyae solludhae aa-ri-ro
Thanjamae, thanjamae sondhamaai vandhadhae aa-raari-ro"
Ae Pulla,Lal Salaam,A.R. Rahman,Tamil (English Script),"Adi barishi pallukari
Pattiniup banti vaikk
Machamellam minnudadi natchatrama
Ada tannirl meenu onnu tak timi tha
Nenjukuli balhattul vandhu kudicha

Yei chittat katti vandha sinkarame
Hey sinkarame hey sinkarame
Man pons udaiyad mandrame
Chimpalil sench vaccha chithrame
Adi emme
Ae pulla kakauti
Nee enbhagati sembhakti manmakati
Ae pulla enna sutti
Mann sutti vinn sutti unna sutti

Ae pulla vannilavin vitaiye
Wattis chel vidugataiye
Aalana manaiye
Puva visukinso puyale vaa vaa

Ae pulla kakauti
Nee enbhagati sembhakti manmakati
Ae pulla enna sutti
Mann sutti vinn sutti unna sutti
Mantrich maile
Karumble seit kugle
Nenjil vaazhum nickle

Aat aat balat
Attam podum nulat
Un vasal poona nanadi
Vaazha meenu niyadi

Mona mona mundhaana
Mogham kondu vandana
Mona mona mundhaana
Mogham kondu vandana
Bhutivee potana aasai tiir attana

Ae pulla kakauti
Nee enbhagati sembhakti manmakati
Ae pulla enna sutti
Mann sutti vinn sutti unna sutti

Ae pulla vannilavin vitaiye
Wattis chel vidugataiye
Aalana manaiye
Puva visukinso puyale vaa vaa
Pallikutam mudinja
Veettu patam irukku
Enna venum unakku

Aram aram sanjaram
Achar venum punjaram
Adi kanne enna yosana
Kannil kaadhal vasana

Kaattu malli caiotu
Katti pott meiotu
Kaattu malli caiotu
Katti pott meiotu
Onnukull onnotu
Verum pogum mannotu

Ae pulla kakauti
Nee enbhagati sembhakti manmakati
Ae pulla enna sutti
Mann sutti vinn sutti unna sutti

Ae pulla vannilavin vitaiye
Wattis chel vidugataiye
Aalana manaiye
Puva visukinso puyale vaa vaa"
Jalali - MassTamilan,Lal Salaam,A.R. Rahman,Tamil (English Script),"Hey aattatha vaal
Kitta vantha nee halal
Hey aattatha vaal
Kitta vantha nee halal
Ready ahh vechukoma
Ivan jalal jalal jalal
Aattatha vaal (vaal vaal)

Jalali jalal, jalali jalal
Aattatha vaal (aattatha vaal)
Jalali jalal, jalali jalal

Jalali jalali, jalali jalali
Ettuth thisaiyum kattipurallum
Aatral ivanin vegam, vegam
Anaikatta nerungum kottam yaavum
Norungi therithu oodum, oodum

Jalali jalali, jalali jalali
Mutti mulaithu vanalaava
Nirpathivanin roobam
Athai thatti thagarkka
Serum karangkal
Velvathillai naalum

Jalali jalali, jalali jalali
Jalali jalali, jalali jalali
Jalali jalali, jalali jalali
Jalali jalali, jalali jalali

Yeliyor pottrum thaniyon ivano
Jalali jalali, jalali jalali

Kangal irandum kathirai vizhungi
Eriyum pizhambi dheebam
Aram thavarumidathil
Thimiri ezhunthu
Nirkum ivanin kobam

Valiyavam jalali
Nilaippavan jalali
Irumbilum jalali
Iraivanum jalali

Thanai vendroney
Pagai velvaney
Erimalai pole
Porumai seivoan
Jalali, jalali (jalali)

Thanai vendroney
Pagai velvaaney
Erimalai pole
Porumai seivoan
Jalali, jalali, jalali, jalali

Moodhathe nee gaali
Ivan parvai
Theeye veezhththumey

Jalali jalali, jalali jalali
Jalali jalali, jalali jalali
Jalali jalali, jalali jalali
Jalali jalali, jalali jalali

Hey aattatha vaal
Kitta vantha nee halal
Hey aattatha vaal
Kitta vantha, nee halal

Ready ahh vechukoma
Ivan jalal jalal jalal
Aattatha vaal

Assalamualaikum
Warahmatullahi
Wabarakatuh"
